date,crime_type,state,Primary Category,Secondary Category
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Bad Checks,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft of Motor Vehicle Parts or Accessories,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Drug/Narcotic Violations,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,False Pretenses/Swindle/Confidence Game,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
06-2019,All Other Larceny,Washington,,OTHER
06-2019,Credit Card/Automated Teller Machine Fraud,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Credit Card/Automated Teller Machine Fraud,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
06-2019,Credit Card/Automated Teller Machine Fraud,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Credit Card/Automated Teller Machine Fraud,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Pocket-picking,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Driving Under the Influence,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Weapon Law Violations,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Drug/Narcotic Violations,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Theft of Motor Vehicle Parts or Accessories,Washington,,OTHER
05-2019,All Other Larceny,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Driving Under the Influence,Washington,,OTHER
07-2019,False Pretenses/Swindle/Confidence Game,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Curfew/Loitering/Vagrancy Violations,Washington,,OTHER
07-2019,Theft of Motor Vehicle Parts or Accessories,Washington,,OTHER
06-2019,Counterfeiting/Forgery,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Robbery,Washington,Violent Crimes,ROBBERY
07-2019,All Other Larceny,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Robbery,Washington,Violent Crimes,ROBBERY
07-2019,Theft From Motor Vehicle,Washington,,OTHER
06-2019,Shoplifting,Washington,,OTHER
06-2019,Shoplifting,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
05-2019,Shoplifting,Washington,,OTHER
07-2019,Embezzlement,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
05-2019,Shoplifting,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Identity Theft,Washington,,OTHER
05-2019,Shoplifting,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
05-2019,Shoplifting,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
04-2019,Shoplifting,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft of Motor Vehicle Parts or Accessories,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
04-2019,Rape,Washington,Sexual Offenses,RAPE
06-2019,Theft From Building,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Embezzlement,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Pocket-picking,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Credit Card/Automated Teller Machine Fraud,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Wire Fraud,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Credit Card/Automated Teller Machine Fraud,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Credit Card/Automated Teller Machine Fraud,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Pocket-picking,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft of Motor Vehicle Parts or Accessories,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Identity Theft,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
06-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Credit Card/Automated Teller Machine Fraud,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft of Motor Vehicle Parts or Accessories,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,False Pretenses/Swindle/Confidence Game,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Theft of Motor Vehicle Parts or Accessories,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Arson,Washington,Miscellaneous Crimes,ARSON
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Credit Card/Automated Teller Machine Fraud,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
05-2019,Identity Theft,Washington,,OTHER
07-2019,Pocket-picking,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,False Pretenses/Swindle/Confidence Game,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Weapon Law Violations,Washington,,OTHER
07-2019,Robbery,Washington,Violent Crimes,ROBBERY
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,False Pretenses/Swindle/Confidence Game,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Purchasing Prostitution,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
05-2019,Shoplifting,Washington,,OTHER
05-2019,Shoplifting,Washington,,OTHER
05-2019,Shoplifting,Washington,,OTHER
04-2019,Shoplifting,Washington,,OTHER
07-2019,Purchasing Prostitution,Washington,,OTHER
04-2019,Shoplifting,Washington,,OTHER
07-2019,Drug/Narcotic Violations,Washington,,OTHER
07-2019,Weapon Law Violations,Washington,,OTHER
07-2019,Arson,Washington,Miscellaneous Crimes,ARSON
07-2019,Shoplifting,Washington,,OTHER
07-2019,Pocket-picking,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Robbery,Washington,Violent Crimes,ROBBERY
04-2019,Shoplifting,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
05-2019,Wire Fraud,Washington,,OTHER
07-2019,Theft of Motor Vehicle Parts or Accessories,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Theft of Motor Vehicle Parts or Accessories,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,False Pretenses/Swindle/Confidence Game,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Identity Theft,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
06-2019,Credit Card/Automated Teller Machine Fraud,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Building,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Identity Theft,Washington,,OTHER
07-2019,Embezzlement,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
06-2019,Credit Card/Automated Teller Machine Fraud,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Driving Under the Influence,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Pocket-picking,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
05-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Driving Under the Influence,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Extortion/Blackmail,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Drug/Narcotic Violations,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft of Motor Vehicle Parts or Accessories,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Driving Under the Influence,Washington,,OTHER
07-2019,Driving Under the Influence,Washington,,OTHER
07-2019,Weapon Law Violations,Washington,,OTHER
07-2019,Stolen Property Offenses,Washington,,OTHER
07-2019,Shoplifting,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Theft From Motor Vehicle,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Prostitution,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Robbery,Washington,Violent Crimes,ROBBERY
07-2019,False Pretenses/Swindle/Confidence Game,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,All Other Larceny,Washington,,OTHER
07-2019,Motor Vehicle Theft,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,False Pretenses/Swindle/Confidence Game,Washington,,OTHER
07-2019,Destruction/Damage/Vandalism of Property,Washington,,OTHER
07-2019,Fondling,Washington,,OTHER
07-2019,Robbery,Washington,Violent Crimes,ROBBERY
